index,nid,eboot_vaddr,call_sites,name
654,0xD9392CCB,0x0001302C,0,
655,0xCAB439DF,0x0000B394,0,printf
656,0x7661E728,0x0000C950,97,sprintf
657,0x411B4582,0x0000630C,12,abs
658,0xB8A55300,0x000063F0,20,atoi
659,0xEB6D20A5,0x00005B34,1,cosf
660,0xE13B6DAE,0x00005E70,3,sinf
661,0x09F5941E,0x000061C8,0,sqrtf
662,0x481C9ADA,0x0000909C,1,malloc
663,0xB1A37F44,0x00007E84,0,
664,0xAD8AF84F,0x000090C8,1,free
665,0x10F3BB61,0x00009F0C,1064,memset
666,0xB8D7C11E,0x00008EA4,0,
667,0xAB7592FF,0x00009B2C,257,memcpy
668,0x81D0D1F7,0x00009A98,20,memcmp
669,0xA48D2592,0x00009C50,1,memmove
670,0x1B00FB95,0x0000B3EC,73,qsort
671,0xE821E845,0x000063FC,5,bsearch
672,0x27F9052C,0x0000C9E0,0,sscanf
673,0xEC6F1CF2,0x0000CF48,58,strcpy
674,0xB49A7697,0x0000D1AC,5,strncpy
675,0x476FD94A,0x0000CD24,48,strcat
676,0xC0AB8932,0x0000CEDC,32,strcmp
677,0x7AB35214,0x0000D02C,36,strncmp
678,0x52DF196C,0x0000CFD0,13,strlen
679,0x3EB35691,0x0000CC3C,24,strcasecmp
680,0x4C0E0274,0x0000D360,3,strrchr
681,0x0D188658,0x0000D3C8,2,strstr
682,0x60054052,0x0000BD7C,10,rand
683,0xB2ECA684,0x0005B79C,1,
684,0x7E66D731,0x00006084,1,atan2f
685,0x977DE386,0x0006E02C,0,
686,0xB7F46618,0x0006E034,0,
687,0x50F0C1EC,0x0006E00C,2,
688,0xD1FF982A,0x0006DFF4,2,
689,0x2E0911AA,0x0006DFEC,2,
690,0xCC1D3699,0x0006E03C,0,
691,0x748CBED9,0x0006E01C,0,
692,0xF0A26395,0x0006E004,0,
693,0xD8B73127,0x0006DFFC,0,
694,0x644395E2,0x0006E014,0,
695,0x79D1C3FA,0x0006E3B4,0,
696,0xB435DEC5,0x0006E3C4,0,
697,0x37FB5C42,0x0006E3DC,0,
698,0x13A5ABEF,0x0006E05C,0,
699,0x446D8DE6,0x0006E224,1,sceKernelCreateThread
700,0x9FA03CD3,0x0006E33C,0,sceKernelDeleteThread
701,0xF475845D,0x0006E184,1,sceKernelStartThread
702,0xAA73C935,0x0006E354,0,sceKernelExitThread
703,0x809CE29B,0x0006E2CC,0,sceKernelExitDeleteThread
704,0x616403BA,0x0006E274,0,sceKernelTerminateThread
705,0x383F7BCC,0x0006E1F4,1,sceKernelTerminateDeleteThread
706,0x3AD58B8C,0x0006E204,0,sceKernelSuspendDispatchThread
707,0x27E22EC2,0x0006E1BC,0,sceKernelResumeDispatchThread
708,0xEA748E31,0x0006E15C,22,sceKernelChangeCurrentThreadAttr
709,0x71BC9871,0x0006E2AC,0,sceKernelChangeThreadPriority
710,0x912354A7,0x0006E31C,0,sceKernelRotateThreadReadyQueue
711,0x2C34E053,0x0006E1CC,0,sceKernelReleaseWaitThread
712,0x293B45B8,0x0006DFC4,0,sceKernelGetThreadId
713,0x94AA61EE,0x0006E324,3,sceKernelGetThreadCurrentPriority
714,0x3B183E26,0x0006E20C,0,sceKernelGetThreadExitStatus
715,0x17C1684E,0x0006E2F4,0,sceKernelReferThreadStatus
716,0xFFC36A14,0x0006E1AC,0,sceKernelReferThreadRunStatus
717,0xBC80EC7C,0x0006E0AC,0,sceKernelExtendThreadStack
718,0xD13BDE95,0x0006DFB4,0,sceKernelCheckThreadStack
719,0x52089CA1,0x0006E234,0,sceKernelGetThreadStackFreeSize
720,0x9ACE131E,0x0006E334,0,sceKernelSleepThread
721,0x82826F70,0x0006E2E4,0,sceKernelSleepThreadCB
722,0xD59EAD2F,0x0006E0FC,0,sceKernelWakeupThread
723,0xFCCFAD26,0x0006E1A4,0,sceKernelCancelWakeupThread
724,0x1AF94D03,0x0006E0A4,0,
725,0x9944F31F,0x0006E32C,0,sceKernelSuspendThread
726,0x75156E8F,0x0006E2BC,0,sceKernelResumeThread
727,0x278C0DF5,0x0006E1B4,0,sceKernelWaitThreadEnd
728,0x840E8133,0x0006E2FC,0,sceKernelWaitThreadEndCB
729,0xD6DA4BA1,0x0006E104,1,sceKernelCreateSema
730,0x28B6489C,0x0006E1C4,1,sceKernelDeleteSema
731,0x3F53E640,0x0006E214,4,sceKernelSignalSema
732,0x4E3A1105,0x0006E22C,0,sceKernelWaitSema
733,0x6D212BAC,0x0006E2A4,2,
734,0x58B1F937,0x0006E25C,2,
735,0x8FFDF9A2,0x0006E314,0,
736,0xBC6FEBC5,0x0006E3A4,0,
737,0x55C20A00,0x0006E24C,1,
738,0xEF9E4C70,0x0006E174,1,
739,0x1FB15A32,0x0006E134,5,
740,0x812346E4,0x0006E2D4,4,
741,0x402FCF22,0x0006E21C,0,
742,0x328C546A,0x0006E1DC,5,
743,0x30FD48F0,0x0006E1D4,0,
744,0xCD203292,0x0006E0DC,0,
745,0xA66B0120,0x0006E344,0,
746,0xC07BB470,0x0006E0BC,14,
747,0xED1410E0,0x0006E164,14,
748,0xD979E9BF,0x0006E11C,14,
749,0xE7282CB6,0x0006E144,0,
750,0x623AE665,0x0006E27C,0,
751,0xF6414A71,0x0006E18C,12,
752,0xA8AA591F,0x0006E34C,0,
753,0xD8199E4C,0x0006E10C,0,
754,0xDB738F35,0x0006E12C,0,
755,0x82BC5777,0x0006E2EC,2,sceKernelGetSystemTimeWide
756,0x369ED59D,0x0006E1EC,0,
757,0xCEADEB47,0x0006E0E4,0,sceKernelDelayThread
758,0x68DA9E36,0x0006E294,0,sceKernelDelayThreadCB
759,0xBD123D9E,0x0006E0B4,0,sceKernelDelaySysClockThread
760,0x1181E963,0x0006E2B4,0,sceKernelDelaySysClockThreadCB
761,0x6652B8CA,0x0006E28C,0,
762,0xB2C25152,0x0006E374,0,
763,0x7E65B999,0x0006E2C4,0,
764,0xDAA3F564,0x0006E124,0,
765,0x110DEC9A,0x0006E284,0,
766,0xBA6B92E2,0x0006E39C,0,
767,0xC8CD158C,0x0006E0D4,0,
768,0xE1619D7C,0x0006E13C,0,
769,0x20FFF560,0x0006E17C,1,
770,0x328F9E52,0x0006E1E4,1,
771,0xB3A59970,0x0006E37C,0,
772,0x034A921F,0x0006E09C,0,
773,0x542AD630,0x0006E244,0,
774,0xC68D9437,0x0006E0CC,0,
775,0xD0AEEE87,0x0006E0EC,0,
776,0xD8B299AE,0x0006E114,0,
777,0xD2D615EF,0x0006E0F4,0,
778,0xB7C18B77,0x0006E38C,0,
779,0xC0B3FFD2,0x0006E0C4,0,
780,0xFB6425C3,0x0006E19C,0,
781,0x53B00E9A,0x0006E23C,0,
782,0x5F32BEAA,0x0006E264,0,
783,0xF919F628,0x0006E06C,0,
784,0xA291F107,0x0006E08C,0,
785,0xF27A9C51,0x0006DF5C,0,sceIoRemove
786,0x06A70004,0x0006DE94,0,sceIoMkdir
787,0x1117C65F,0x0006DF74,0,sceIoRmdir
788,0x779103A0,0x0006DEDC,0,sceIoRename
789,0x55F4717D,0x0006DEAC,0,sceIoChdir
790,0x54F5FB11,0x0006DEA4,0,sceIoDevctl
791,0xAB96437F,0x0006DF0C,0,sceIoSync
792,0x08BD7374,0x0006DEEC,0,sceIoGetDevType
793,0x109F50BC,0x0006DF6C,0,sceIoOpen
794,0x810C4BC3,0x0006DEE4,0,sceIoClose
795,0x63632449,0x0006DEBC,0,sceIoIoctl
796,0x27EB27B8,0x0006DF84,0,sceIoLseek
797,0x68963324,0x0006DEC4,0,sceIoLseek32
798,0x6A638D83,0x0006DECC,0,sceIoRead
799,0x42EC03AC,0x0006DE9C,0,sceIoWrite
800,0x3251EA56,0x0006DF8C,0,sceIoPollAsync
801,0xE23EEC33,0x0006DF2C,0,sceIoWaitAsync
802,0x35DBD746,0x0006DF94,0,sceIoWaitAsyncCB
803,0xA12A0514,0x0006DF04,0,sceIoSetAsyncCallback
804,0x89AA9906,0x0006DEF4,0,sceIoOpenAsync
805,0xFF5940B6,0x0006DF64,0,sceIoCloseAsync
806,0xE95A012B,0x0006DF4C,0,sceIoIoctlAsync
807,0x71B19E77,0x0006DED4,0,sceIoLseekAsync
808,0x1B385D8F,0x0006DF7C,0,sceIoLseek32Async
809,0xA0B5A7C2,0x0006DEFC,0,sceIoReadAsync
810,0x0FACAB19,0x0006DF3C,0,sceIoWriteAsync
811,0xB293727F,0x0006DF1C,0,sceIoChangeAsyncPriority
812,0xE8BC6571,0x0006DF44,0,sceIoCancel
813,0x5C2BE2CC,0x0006DEB4,0,sceIoGetFdList
814,0xB29DDF9C,0x0006DF24,2,sceIoDopen
815,0xEB092469,0x0006DF54,2,sceIoDclose
816,0xE3EB004C,0x0006DF34,2,sceIoDread
817,0xACE946E8,0x0006DF14,0,sceIoGetstat
818,0xE47E40E4,0x0006E464,25,
819,0x3624AE78,0x00000698,0,
820,0x74149C02,0x0000144C,0,
821,0x5F01916F,0x000007D4,2,sceGuStart
822,0xBA8CF6B9,0x000014C4,2,sceGuFinish
823,0x748A3E9A,0x00000A3C,0,
824,0x96CDBBA5,0x00001548,0,
825,0x965CA48B,0x000015BC,0,
826,0xC346B5C5,0x000015DC,0,
827,0xBA640D21,0x000015F8,0,
828,0xA109D5DF,0x00000C94,0,
829,0xFF4AA179,0x00000D48,0,
830,0x14B38E31,0x00001530,0,
831,0xE8D57DC6,0x00001604,7,sceGuSync
832,0x0F32AA45,0x00000BE0,0,
833,0xCCCC2EDC,0x000014E0,0,
834,0x9B14983B,0x00001670,0,
835,0xFBCD6A8F,0x00001580,0,
836,0x58F73755,0x00001154,0,
837,0x7E0EADDE,0x000017F8,0,
838,0x4B4F39FC,0x00001850,0,
839,0xE23D564B,0x00001938,0,
840,0x117A6250,0x000018AC,0,
841,0x7A69A18E,0x0000195C,0,
842,0x9E6D4FF2,0x000010A8,0,
843,0xB2EC763D,0x00001994,0,
844,0xF80C91BB,0x00001280,0,
845,0x5071E27A,0x00001A70,0,
846,0x5BC74146,0x00001B40,0,
847,0x9C6DC914,0x00001C28,0,
848,0x0510D59D,0x00001D44,0,
849,0xF3870132,0x00001E9C,0,
850,0x9F92F1F7,0x0000131C,0,
851,0x71096C1D,0x00002170,0,
852,0x369F1278,0x00001E80,0,
853,0xD9F56690,0x00001FE0,2,
854,0x8F2316E1,0x00001FF4,2,
855,0xA0547747,0x00002004,2,
856,0x388D8736,0x00002014,2,
857,0x05750A7C,0x00001EF8,0,
858,0xE4E2AD90,0x0000203C,0,
859,0xCB7DC84F,0x00000F90,0,
860,0xFBF63762,0x00001754,0,
861,0xA79E81D7,0x000016E0,0,
862,0xE4A45C4A,0x000017A4,0,
863,0x1290E81A,0x00000EC8,0,sceGuSwapBuffers
864,0xF0E6EE76,0x000020E0,0,
865,0x3E91B57C,0x0000210C,0,
866,0x178A6887,0x00002134,0,
867,0xE350525E,0x00002198,0,
868,0x0F2615A4,0x00002204,0,
869,0x41810056,0x00001348,0,
870,0x9094A8C2,0x000021D8,0,
871,0xBC927494,0x00002230,0,
872,0x53A44C1F,0x00002270,0,
873,0xFFEF73EB,0x00001370,0,
874,0x68522D68,0x000022AC,0,
875,0x5C5F727C,0x000022D4,0,
876,0x8D9B9A1A,0x000022FC,0,
877,0x5BA364BB,0x00002338,0,
878,0x6768DC54,0x00002360,0,
879,0xECF09C07,0x000023CC,0,
880,0x43E715B7,0x00002468,0,
881,0x3A4D566B,0x0000249C,0,
882,0x3BA5C5CC,0x000024D8,0,
883,0x16AB1034,0x00002504,0,
884,0xBDEA3115,0x00002544,0,
885,0x8053C305,0x0000256C,0,
886,0x9A2224D3,0x00002598,0,
887,0xD4042F7C,0x000025F0,0,
888,0x806B7B05,0x00002678,0,
889,0x8641512C,0x0000275C,0,
890,0x7E5AED26,0x00002698,0,
891,0x7DEBF6FA,0x0000139C,0,
892,0xB07562AB,0x00002718,0,
893,0xBE7B518F,0x00002640,0,
894,0xE4EBCEE2,0x0000277C,0,
895,0x050A7EB0,0x000027A8,0,
896,0x29631777,0x000027E4,0,
897,0xB47BC55F,0x00002830,0,
898,0x4EEDC120,0x000028B4,0,
899,0xF99F7FFB,0x000028FC,0,
900,0xA24AF273,0x00002938,0,
901,0xE587A0AB,0x0000295C,0,
902,0xB8730CB7,0x000029C0,0,
903,0xB3483885,0x000029FC,0,
904,0xF668966A,0x00002A58,0,
905,0xC14CA370,0x00002A8C,0,
906,0xB0B70670,0x00002A30,0,
907,0x59441F22,0x00002980,0,
908,0x00CD91E3,0x00002AE4,0,
909,0x6FA368CE,0x00002B88,0,
910,0x6CAA7395,0x00001968,0,
911,0x420E7DB5,0x00003D68,2,
912,0x85144720,0x00003F50,0,
913,0x233752D9,0x00021394,0,
914,0x76EA262B,0x00021628,0,
915,0xA898CCB6,0x00021778,0,
916,0xCE3E50F0,0x000218A8,0,
917,0xC3955DEF,0x000217B4,0,
918,0x4F22C9AA,0x00021EB4,397,
919,0xF2BD0694,0x00021F3C,355,
920,0xF8CDBCAB,0x00021FA4,338,
921,0xEF9740B0,0x00022014,45,
922,0x5739D1F8,0x00022048,54,
923,0x9EFDC9B9,0x00021994,253,
924,0xA3B7A6E9,0x000219BC,27,
925,0xB08EC132,0x00021A0C,30,
926,0x8634FBA0,0x00021A5C,38,
927,0x286A42AE,0x00021AAC,0,
928,0x7812BD99,0x00021B30,11,
929,0x0089B865,0x00021BB0,168,
930,0x42C464D5,0x00021BE8,42,
931,0x2EB1BD8B,0x00021C24,89,
932,0x8CA1052F,0x00021CBC,24,
933,0x8EA5CCE1,0x00021D50,4,
934,0x4258FC8D,0x00021DE4,2,
935,0x3E69656B,0x00022068,0,
936,0x32E84473,0x00022164,0,
937,0x7E266873,0x00022280,0,
938,0x694EA1D3,0x0002237C,0,
939,0x6B4A146C,0x0006E614,0,sceUmdGetDriveStat
940,0xA38AA0E9,0x00013A20,152,
941,0x0D801700,0x00013B64,135,
942,0x74161A40,0x000139DC,0,
943,0xE0D05CDA,0x000139F4,0,
944,0x5810B6C0,0x000139C4,3,
945,0xDA34FB1A,0x00013E9C,3,
946,0x40303F26,0x000139EC,0,
947,0x8F3D00D1,0x000139CC,0,
948,0x307DF57A,0x00013F18,2,
949,0xE64C3946,0x00014798,0,
950,0xC0028BAA,0x00014BB0,0,
951,0xFE3B7EB5,0x00015140,1,
952,0x9F463359,0x000147A8,0,
953,0xF2609482,0x00014BC4,0,
954,0x2034FFD9,0x00015158,0,
955,0xCE32B68D,0x00014770,6,
956,0x295BF133,0x00014B7C,117,
957,0xF1CE796C,0x000150EC,56,
958,0x722A420F,0x00015104,0,
959,0x333F5B0C,0x00014780,0,
960,0xCFC58802,0x00014B90,27,
961,0xCD8623A1,0x00015118,36,
962,0x6E92CF51,0x000147BC,0,
963,0x7D47E137,0x00014BDC,0,
964,0x67537638,0x00015174,0,
965,0x9CF6E52E,0x000147DC,0,
966,0xDE9A11C7,0x00014C04,0,
967,0x75ED958E,0x0001518C,0,
968,0x73570699,0x000147FC,0,
969,0x3BBF0BD5,0x00014C2C,0,
970,0x839DF9E1,0x000151A4,0,
971,0xEAFA1BC0,0x0001481C,0,
972,0xED06F118,0x00014C54,2,
973,0x8049B8DF,0x000151BC,0,
974,0x1F3AAFF2,0x0001483C,0,
975,0x5341BF3B,0x00014C7C,0,
976,0x3A786605,0x000151D4,0,
977,0xAA6E3AEA,0x0001485C,0,
978,0xD3890ECB,0x00014CA8,28,
979,0x15BE7861,0x000151EC,10,
980,0x310DE5C7,0x00015208,13,
981,0x8B52B60D,0x00014884,1,
982,0xE71B4A22,0x00014CDC,9,
983,0xBC1D779C,0x00015224,4,
984,0x23E473A6,0x00015240,0,
985,0x8A435D84,0x000148AC,0,
986,0x37548694,0x00014D10,3,
987,0x2314BC7B,0x0001525C,0,
988,0x06F6A476,0x00015278,0,
989,0x1D267982,0x000148D4,0,
990,0xCD1F4251,0x00014D44,0,
991,0x2C0929FE,0x00015294,0,
992,0x5FCDA4DC,0x000152BC,0,
993,0x509A66E6,0x000148FC,0,
994,0xA8EB39C9,0x00014D80,0,
995,0xE0786B49,0x000152E4,0,
996,0xE27E6E5E,0x00014920,0,
997,0x8BFD0B7B,0x00014DB0,2,
998,0xDDEE7637,0x00015320,0,
999,0x633C134B,0x00014998,0,
1000,0xD0B3477A,0x00014E50,0,
1001,0xE0277A7D,0x000153F0,0,
1002,0xE60A581A,0x00015424,0,
1003,0x34796DBE,0x000149D4,0,
1004,0x6F0F019C,0x00014E94,1,
1005,0x5705C256,0x00015458,0,
1006,0x21F68B7A,0x00014A1C,0,
1007,0x43DDAC30,0x00014EC8,0,
1008,0xBC31AC59,0x00015474,0,
1009,0xF5477BCF,0x00014978,1,
1010,0xBA5DC138,0x00014E20,37,
1011,0xA025F5D0,0x000153B0,11,
1012,0x8E537509,0x000153D0,9,
1013,0x006C8EE8,0x00014940,30,
1014,0x64CE5F24,0x00014DDC,3,
1015,0x7BCB8905,0x00015358,1,
1016,0xACCDB524,0x00015384,3,
1017,0xBB54BCFE,0x00014A64,1,
1018,0x12DA0DE2,0x00014EFC,1,
1019,0x538A2A9D,0x00015490,0,
1020,0x0C27DC4A,0x000154B0,2,
1021,0x44AF2C28,0x00014F2C,0,
1022,0xF16047DB,0x000154D0,14,
1023,0x29DE8D72,0x00014A84,0,
1024,0x491FAF71,0x00014F60,0,
1025,0xBB238B83,0x000154F0,0,
1026,0xE3A55ECE,0x00014A94,0,
1027,0xEAF270E3,0x00014F84,0,
1028,0x32CB111B,0x0001550C,0,
1029,0x0A9B32C8,0x00014AB0,0,
1030,0xAE579B2F,0x00014FA8,0,
1031,0x94C81EE5,0x00015528,0,
1032,0x65F6CB75,0x00014AD8,0,
1033,0x42DAB93C,0x00014FD8,0,
1034,0xD5A72405,0x00015548,0,
1035,0x25392D5A,0x00014680,0,
1036,0x56DA956A,0x00014FF8,6,
1037,0x6A99CCE6,0x00015570,0,
1038,0x25D8DB5C,0x00014700,0,
1039,0x9CB86EC7,0x00015020,0,
1040,0x30E4D15E,0x00015588,0,
1041,0x803FC64B,0x00014AF0,2,
1042,0x767DE7AB,0x0001504C,20,
1043,0xC5F4027B,0x000155A4,0,
1044,0x1FE543F1,0x000155D4,18,
1045,0xD8738701,0x00014B28,0,
1046,0xD3D74A05,0x0001508C,0,
1047,0x3A2F8A0C,0x0001563C,0,
1048,0xAA923EC4,0x00014B4C,0,
1049,0xFEA9D478,0x000150B4,0,
1050,0xC2CD822B,0x0001565C,2,
1051,0x67C2A9DD,0x00015604,0,
1052,0x500B1756,0x00015684,1,
1053,0x29D1B9D5,0x000158DC,24,
1054,0x13A603EB,0x00015FE8,63,
1055,0xFD0887C4,0x000156A4,0,
1056,0xECAAC680,0x00015910,0,
1057,0xBE792119,0x00016008,2,
1058,0xBD6A07AE,0x000156D4,0,
1059,0x5DE2FCC0,0x00015944,0,
1060,0x91EFFDC1,0x00016028,26,
1061,0xFAB49CC1,0x000156FC,1,
1062,0x89EE81BB,0x00015990,26,
1063,0xF293756B,0x000160BC,47,
1064,0xC774A9D5,0x000160E4,7,
1065,0xE537EF14,0x0001572C,0,
1066,0x7C331AE4,0x000159DC,1,
1067,0xD697947E,0x0001610C,64,
1068,0xBD585F5E,0x0001576C,0,
1069,0xEE9A0DEC,0x00015A58,0,
1070,0x98709196,0x0001614C,0,
1071,0x1192AA93,0x000157C0,0,
1072,0x29FE3E73,0x00015AB8,0,
1073,0x3325AA47,0x00016184,4,
1074,0x059281D4,0x000161B0,1,
1075,0xB327C8B9,0x00015F70,0,
1076,0x26168205,0x000166C4,0,
1077,0x158364F1,0x000157E8,1,
1078,0xB0BADD91,0x00015C0C,11,
1079,0xD63C9E95,0x00015B8C,3,
1080,0x73918516,0x00015B0C,12,
1081,0x37562668,0x00015C8C,3,
1082,0x45D54BCF,0x000162D4,13,
1083,0x8B0A8B96,0x00016278,19,
1084,0x27511CE0,0x0001621C,3,
1085,0x95739712,0x00016330,0,
1086,0x6786E0EF,0x000161E8,24,
1087,0x10601B88,0x0001606C,0,
1088,0x1B9FDB6F,0x00016094,0,
1089,0x533C4C02,0x0001583C,0,
1090,0xB3B9BF75,0x00015DF8,0,
1091,0x2D146EC7,0x00016430,0,
1092,0x5DCA22C2,0x00015874,0,
1093,0x5744BFB1,0x00015E60,0,
1094,0x187E033E,0x000164D4,0,
1095,0xCF75DBDF,0x00015884,0,
1096,0xEBBBD96E,0x00015E78,0,
1097,0x538D8F89,0x000164F4,0,
1098,0xE57BB5C2,0x000158AC,0,
1099,0xCE2F1A73,0x00015ED4,0,
1100,0x732C4F28,0x000165C8,0,
1101,0x3F998799,0x00017CE4,0,
1102,0xA6344995,0x00017CF8,0,
1103,0xB693AF8E,0x00017D20,22,
1104,0x7EC5181C,0x00017D84,0,
1105,0x1BAA2B93,0x00017DAC,0,
1106,0x32F52CAC,0x00017DC8,0,
1107,0x8C23C415,0x00017DE4,11,
1108,0x9F5F98AB,0x00017E00,0,
1109,0x660F96F4,0x00017E20,4,
1110,0xB079A5D1,0x00017ECC,0,
1111,0x9460BD06,0x000180D4,0,
1112,0x5C2835DE,0x000180F4,0,
1113,0x966FBCFA,0x0001810C,0,
1114,0xA2C4E735,0x000177B4,6,
1115,0xE8EA9D7C,0x00018130,0,
1116,0x0EBB4C05,0x00018178,0,
1117,0xC87E4924,0x000181C0,5,
1118,0xEA203626,0x00017A28,0,
1119,0xB5179384,0x00017B80,0,
1120,0x38401656,0x00016CF0,1,
1121,0x85EBD3B4,0x00016D14,0,
1122,0x1ABDBABF,0x00016D4C,0,
1123,0x33FDC8BA,0x00016BD0,0,
1124,0x94F364BA,0x00016D94,2,
1125,0x0B93F1FE,0x00016DB0,0,
1126,0x01B0C3EE,0x00016DF8,0,
1127,0xF99533C5,0x00016E48,0,
1128,0x31EA10A8,0x00016CD8,0,
1129,0x633728A5,0x00016C84,0,
1130,0xA27FD171,0x00016C9C,0,
1131,0xCE7D2C9E,0x00016CB0,0,
1132,0xB1682E28,0x00016EA4,0,
1133,0x0ECB8E01,0x00016EC0,0,
1134,0x5606B326,0x00016EDC,0,
1135,0x3E4223FE,0x00016EF8,0,
1136,0x4877BD68,0x00016F14,0,
1137,0x4056A4DA,0x00016F30,0,
1138,0xD250640E,0x00016F4C,0,
1139,0xF7BCED2E,0x00016F64,0,
1140,0xE758A14F,0x00016F7C,1,
1141,0x89165328,0x00016FA8,0,
1142,0xECCB2666,0x00016FD4,0,
1143,0x6FD8157A,0x00016FF4,0,
1144,0xDE3AFA05,0x00017014,0,
1145,0x58DCA3EF,0x00017048,0,
1146,0xD0DF548E,0x0001707C,0,
1147,0xF412CF9E,0x00017098,0,
1148,0x6B7AF67C,0x000170B4,0,
1149,0x85F55944,0x000170D4,0,
1150,0xF7A9960F,0x000170FC,0,
1151,0x4858BC84,0x00017130,0,
1152,0x317716E5,0x00016718,15,
1153,0xFE7BDE64,0x00016738,0,
1154,0x5C4E84AA,0x00016794,2,
1155,0xAF8E6886,0x000167EC,8,
1156,0x0A0CC3A4,0x0001694C,14,
1157,0x7D880441,0x00016970,10,
1158,0xD829D719,0x00016998,0,
1159,0x6C97C2FD,0x000169C0,0,
1160,0x1C922D69,0x000169E4,0,
1161,0x880B3B57,0x00016A0C,0,
1162,0xF1C199B4,0x00016A2C,0,
1163,0xDA790D12,0x00016A54,1,
1164,0x26F05781,0x00016A7C,1,
1165,0x424598D9,0x00016AA4,2,
1166,0x34592A20,0x00016AD4,0,
1167,0x711AC797,0x00016AF4,16,
1168,0xC012BD05,0x00016B18,0,
1169,0x8637BCB2,0x00016B38,8,
1170,0x8D0CE141,0x00016B60,3,
1171,0x6CF80554,0x00016B80,0,
1172,0x7A15809D,0x00016BAC,0,
1173,0xD0C4434B,0x000181FC,0,
1174,0xFB137DE8,0x00018244,0,
1175,0x156FE253,0x00017198,0,
1176,0xA845C069,0x000171C0,0,
1177,0x89160DF1,0x000171E8,0,
1178,0xCA9896F0,0x00017210,0,
1179,0xB2DA8CC7,0x0001722C,0,
1180,0xB65A3F92,0x00017168,0,
1181,0x44653809,0x000173F0,1,
1182,0x45A1EA6F,0x0001747C,0,
1183,0xB442C776,0x00017500,1,
1184,0x59A406B3,0x0001758C,0,
1185,0x0E65F6C2,0x00017640,0,
1186,0xB4C1C542,0x00017264,0,
1187,0x0962DB03,0x0001772C,0,
1188,0x1C2A2A76,0x0001775C,0,
1189,0x6DBCF897,0x00013068,4,
1190,0x1B5B82BC,0x000132C0,4,
1191,0x70CB33BE,0x0006C678,5,
1192,0xDCA0DCE1,0x0006C6A8,5,
1193,0x50EA4D71,0x0006C6E0,7,
1194,0xCA55DBB1,0x0006C734,0,
1195,0x245526EE,0x0006C6B0,5,
1196,0x1618EC6A,0x0006C6F4,0,
1197,0x8174A2CB,0x00018950,2,
1198,0xF6269B82,0x0006E704,6,sceUtilityOskInitStart
1199,0x3DFAEBA9,0x0006E684,6,sceUtilityOskShutdownStart
1200,0x4B85C861,0x0006E694,6,sceUtilityOskUpdate
1201,0xF3F76017,0x0006E6FC,7,sceUtilityOskGetStatus
1202,0xD470D0B2,0x0003F988,88,
1203,0x5998BFD7,0x0003FA3C,80,
1204,0x450CD6C5,0x0003FAF0,77,
1205,0xC721E899,0x0003FB08,11,
1206,0x878EE1D3,0x0003FB38,49,
1207,0xC9898F12,0x0003FF60,0,
1208,0xFBE2B76F,0x00040270,0,
1209,0x8EC4A14F,0x000402F0,1,
1210,0x4878E980,0x000402F8,1,
1211,0x1285C5D4,0x0004030C,0,
1212,0xC87BAB32,0x0004050C,59,
1213,0x213AA351,0x000405BC,0,
1214,0x843DFC9B,0x00040678,0,
1215,0x379A5D54,0x00040728,0,
1216,0x942B03D0,0x00040C70,498,
1217,0xBBB5D950,0x00040C84,1,
1218,0x60B55A50,0x00040CA0,433,
1219,0xDD69EDFB,0x00040CD8,1,
1220,0x66F8E113,0x00040CE4,202,
1221,0x2FD4863E,0x00040D54,49,
1222,0xB89D38DC,0x000416B0,108,
1223,0x3BB2BAC6,0x0004192C,38,
1224,0xBC8E65D7,0x00042604,77,
1225,0x5F00A362,0x00042B88,20,
1226,0x87A64CC6,0x00042D0C,5,
1227,0x97BB99A5,0x00042EAC,14,
1228,0x06380DFA,0x000430BC,16,
1229,0x0D961646,0x000430C8,16,
1230,0x33ED567B,0x000430D4,55,
1231,0xD3448D59,0x00043118,2,
1232,0x4AA58320,0x0004312C,41,
1233,0xF96D270D,0x00043170,1,
1234,0xC9D9E989,0x00043184,105,
1235,0x2F510B80,0x000431C8,1,
1236,0xD853F15C,0x000431DC,105,
1237,0x1D821C84,0x00043220,1,
1238,0x0941BAC6,0x00043234,32,
1239,0x60492D87,0x00043278,0,
1240,0xC792FA38,0x0004328C,102,
1241,0x5B08FB0D,0x000432D0,6,
1242,0xAB962AE7,0x000432E4,41,
1243,0x379BEA78,0x000432F0,1,
1244,0xB8AD96EA,0x000432FC,336,
1245,0xA4AFF8E6,0x0004332C,335,
1246,0xBF4D5B0C,0x00044784,15,
1247,0xB3B5D3CF,0x00044790,8,
1248,0x7B8EF3EC,0x00044914,22,
1249,0x5A023ABD,0x000449CC,8,
1250,0x28BE130B,0x00044A84,7,
1251,0x826AE59C,0x00044B64,6,
1252,0xF1BC43DB,0x00047268,171,frame_sync
1253,0x74E51EA4,0x0004728C,1,
1254,0x90B7D870,0x000473B8,0,
1255,0x7BCFA60E,0x00047400,0,
1256,0x430506CF,0x00047448,0,
1257,0x530BB327,0x00047528,5,
1258,0xA93273D2,0x000475DC,5,
1259,0x486EBAC0,0x00047768,5,
1260,0xF843E20A,0x00047B38,6,
1261,0x50D6F57B,0x000486B4,11,
1262,0xB779C0DF,0x0004875C,11,
1263,0xC1F72EF5,0x00048A78,12,
